DIGNIDAD_CODIGO,OP_CODIGO,CANDIDATO_CODIGO,CANDIDATO_ORDEN,CANDIDATO_PROVINCIA_CODIGO,CANDIDATO_CANTON_CODIGO,CANDIDATO_PARROQUIA_CODIGO,CANDIDATO_NOMBRE,CANDIDATO_SEXO,CANDIDATO_EDAD_EXACTA,CANDIDATO_GRUPOS_DE_EDAD,SUPLENTE_NOMBRE.1,SUPLENTE_SEXO.1,SUPLENTE_EDAD_EXACTA.1,SUPLENTE_GRUPOS_DE_EDAD.1,SUPLENTE_NOMBRE.2,SUPLENTE_SEXO.2,SUPLENTE_EDAD_EXACTA.2,SUPLENTE_GRUPOS_DE_EDAD.2
1,201,1000000000001,1,0,0,0,JUEZ ABUCHAKRA IVONNE LEYLA,2,51.654794520547945,3,FRIXONE FRANCO CESAR NICOLAS,1,67.37534246575342,4,, , , 
1,202,1000000000002,1,0,0,0,GUTIERREZ BORBUA LUCIO EDWIN,1,45.57808219178082,3,PALACIO GONZALEZ LUIS ALFREDO,1,63.74246575342466,3,, , , 
1,6,1000000000003,1,0,0,0,NEIRA MENENDEZ ANTONIO XAVIER,1,55.23835616438356,3,PEREZ INTRIAGO  ALVARO PATRICIO ALFREDO,1,66.19398907103825,4,, , , 
1,7,1000000000004,1,0,0,0,NOBOA PONTON ALVARO FERNANDO,1,51.912328767123284,3,CRUZ UTRERAS MARCELO EDUARDO,1,59.38082191780822,3,, , , 
1,10,1000000000005,1,0,0,0,BUCARAM ORTIZ JACOBO,1,55.21095890410959,3,VARGAS PAZZOS FRANK ENRIQUE,1,68.26575342465753,4,, , , 
1,11,1000000000006,1,0,0,0,ALARCON COSTTA  CESAR AUGUSTO,1,48.92328767123288,3,ZAMBRANO ROMERO  UNIVERSI ANTONIO,1,66.67213114754098,4,, , , 
1,12,1000000000007,1,0,0,0,BORJA CEVALLOS RODRIGO,1,67.33698630136986,4,GARCIA FABRE EVA,2,49.21643835616438,3,, , , 
1,22,1000000000008,1,0,0,0,VELAZQUEZ HERRERA JACINTO,1,63.24383561643835,3,LARREA ARROYO PATRICIO,1,51.23561643835617,3,, , , 
1,24,1000000000009,1,0,0,0,HURTADO LARREA  OSVALDO,1,63.31780821917808,3,GALLARDO ZAVALA  GLORIA,2,55.632876712328766,3,, , , 
1,28,1000000000010,1,0,0,0,VARGAS GUATATUCA CARLOS ANTONIO,1,43.88493150684931,2,VELA BAJAÑA MODESTO NAPOLEON,1,54.68306010928962,3,, , , 
1,40,1000000000011,1,0,0,0,ROLDOS AGUILERA LEON,1,60.24931506849315,3,PADILLA CHIRIBOGA MARIA DOLORES,2,57.33972602739726,3,, , , 
3,1,3010000000001,1,1,0,0,MARTINEZ LOAIZA CARLOS ENRIQUE,1,48.057534246575344,3,PINOS RODRIGUEZ VICTOR MARCELO,1,39.06301369863014,2,, , , 
3,1,3010000000002,2,1,0,0,MARIN LUNA PABLO ESTEBAN,1,37.16164383561644,2,CARDENAS AVILA GERARDO RAMIRO,1,45.967213114754095,3,, , , 
3,1,3010000000003,3,1,0,0,SOLORZANO SOLIS NARCISA JACQUELINE,2,37.97540983606557,2,MENDIETA RIVERA JUANITA EULALIA,2,27.742465753424657,1,, , , 
3,1,3010000000004,4,1,0,0,CASTAÑEDA TAPIA LIGIA MARLENE,2,30.128415300546447,2,RIVERA FERNANDEZ MARINA ALEXANDRA,2,27.802739726027397,1,, , , 
3,2,3010000000005,1,1,0,0,GOMEZ JARA EFRAIN MARCELO,1,47.90684931506849,3,ORELLANA PRIETO JAIME RUBEN,2,52.26575342465753,3,, , , 
3,2,3010000000006,2,1,0,0,ROSALES AVILA DOLORES MAGDALENA,2,46.69125683060109,3,JIMENEZ BRITO ZOILA ROSA,2,39.558904109589044,2,, , , 
3,2,3010000000007,3,1,0,0,MENDEZ CAMPOVERDE JENNY CECILIA,2,26.442622950819672,1,CAMPOVERDE YANES PATRICIA DEL ROCIO,2,36.95068493150685,2,, , , 
3,2,3010000000008,4,1,0,0,SIGUENZA CRESPO CESAR FABIAN,1,35.92328767123288,2,ANZOATEGUI ARIAS LUIS AUGUSTO,1,55.70958904109589,3,, , , 
3,202,3010000000009,1,1,0,0,VELEZ NUÑEZ EDGAR REMIGIO,1,52.85479452054795,3,VASQUEZ IÑIGUEZ LUIS GERARDO,1,57.71506849315068,3,, , , 
3,202,3010000000010,2,1,0,0,GUERRA GONZALEZ EMMA BEATRIZ,2,48.25753424657534,3,MERIZALDE NAVARRO LUZ AMERICA,2,42.576502732240435,2,, , , 
3,202,3010000000011,3,1,0,0,SOLORZANO SOLIS MERCY ESMERALDA,2,42.26502732240437,2,SALAZAR CAMPO CLAUDIA JOHANNA,2,26.05464480874317,1,, , , 
3,202,3010000000012,4,1,0,0,PAÑI SAQUIPAY MANUEL ASUNCION,1,36.98082191780822,2,SANTOS BENITO MATUTE MATUTE,1,29.375342465753423,1,, , , 
3,4,3010000000013,1,1,0,0,JARAMA LARGO JULIO CESAR,1,46.55191256830601,3,SEGARRA RUIZ RUBEN DARIO,1,34.08743169398907,2,, , , 
3,4,3010000000014,2,1,0,0,ASTUDILLO LARREA GLADYS BEATRIZ,2,35.178082191780824,2,ARCE ARCE DIANA NARCISA,2,32.63013698630137,2,, , , 
3,4,3010000000015,3,1,0,0,ORELLANA PARRA MARIA ELENA,2,28.882191780821916,1,SARI ARPI JUAN MARIA,1,40.41095890410959,2,, , , 
3,4,3010000000016,4,1,0,0,OCHOA CHAVEZ ELIAS JUVENTINO,1,58.478142076502735,3,VINTIMILLA CORDERO EDGAR ESTUARDO,1,49.084931506849315,3,, , , 
3,5,3010000000017,1,1,0,0,CARDENAS ORDOÑEZ EDGAR LEONARDO,1,55.99178082191781,3,FAJARDO NORITZ JORGE ENRIQUE,1,50.48087431693989,3,, , , 
3,5,3010000000018,2,1,0,0,GALARZA RODAS JOSE MARCELO,1,49.49589041095891,3,CABRERA MEDINA LEONARDO DEIFILIO,1,40.76164383561644,2,, , , 
3,5,3010000000019,3,1,0,0,CORDOVA SANTANA ROSA ELVIRA,2,39.175342465753424,2,INGA QUILLAMBAQUI SUSANA DEL CARMEN,2,25.372602739726027,1,, , , 
3,5,3010000000020,4,1,0,0,AVILA AVILA MARIA EMPERATRIZ,2,32.88219178082192,2,CHACHA VACA MONICA PATRICIA,2,25.75890410958904,1,, , , 
3,6,3010000000021,1,1,0,0,MUÑOZ SERRANO WILSON BOLIVAR,1,45.74520547945205,3,RENGEL BARRERA CARLOS AGUSTIN,1,58.97260273972603,3,, , , 
